Indicator,Time Period,Parent Code,Parent Name,Area Code,Area Name,Value,Lower CI,Upper CI,Count,Denominator,Sex,Age,Note
Admission episodes for alcohol-related conditions (Narrow),2008/09,,,E12000004,East Midlands region,649.77,642.11,657.50,27875.18,4441125.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2008/09,,,E12000005,West Midlands region,670.60,663.53,677.73,34837.87,5496240.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2008/09,,,E12000006,East of England region,490.11,484.24,496.04,26878.58,5708350.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2008/09,,,E12000007,London region,530.35,524.50,536.24,34932.64,7812161.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2008/09,,,E12000008,South East region,492.76,487.90,497.65,39931.38,8426399.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2008/09,,,E12000009,South West region,622.82,616.00,629.69,32155.54,5205044.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2009/10,,,E12000001,North East region,830.94,819.68,842.31,21036.11,2575441.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2009/10,,,E12000002,North West region,749.73,743.17,756.33,50701.24,6986156.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2009/10,,,E12000003,Yorkshire and the Humber region,655.36,648.25,662.53,32913.45,5223344.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2009/10,,,E12000004,East Midlands region,679.93,672.13,687.79,29455.70,4471653.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2009/10,,,E12000005,West Midlands region,674.13,667.08,681.24,35366.53,5528007.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2009/10,,,E12000006,East of England region,530.56,524.48,536.70,29394.12,5751443.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2009/10,,,E12000007,London region,562.98,557.00,569.01,37698.84,7942594.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2009/10,,,E12000008,South East region,506.44,501.55,511.37,41460.54,8490922.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2009/10,,,E12000009,South West region,630.15,623.31,637.04,32737.02,5226821.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2010/11,,,E12000001,North East region,857.19,845.78,868.70,21803.62,2586868.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2010/11,,,E12000002,North West region,750.31,743.77,756.89,51043.49,7019921.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2010/11,,,E12000003,Yorkshire and the Humber region,683.52,676.29,690.82,34538.11,5254788.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2010/11,,,E12000004,East Midlands region,676.47,668.73,684.27,29543.29,4507071.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2010/11,,,E12000005,West Midlands region,691.96,684.85,699.13,36561.82,5565866.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2010/11,,,E12000006,East of England region,541.63,535.53,547.78,30371.98,5807402.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2010/11,,,E12000007,London region,586.57,580.51,592.67,39789.81,8061495.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2010/11,,,E12000008,South East region,518.30,513.38,523.26,42894.15,8577771.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2010/11,,,E12000009,South West region,653.38,646.45,660.37,34256.74,5261270.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2011/12,,,E12000001,North East region,891.88,880.25,903.62,22692.72,2596441.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2011/12,,,E12000002,North West region,755.95,749.40,762.55,51557.32,7055961.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2011/12,,,E12000003,Yorkshire and the Humber region,691.95,684.69,699.27,35185.76,5288212.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2011/12,,,E12000004,East Midlands region,661.00,653.38,668.68,29089.23,4537448.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2011/12,,,E12000005,West Midlands region,695.09,687.99,702.24,37005.63,5608667.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2011/12,,,E12000006,East of England region,558.59,552.42,564.80,31628.55,5862418.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2011/12,,,E12000007,London region,572.00,566.05,577.99,39345.18,8204407.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2011/12,,,E12000008,South East region,524.17,519.25,529.13,43785.65,8652784.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2011/12,,,E12000009,South West region,642.44,635.60,649.34,34003.09,5300831.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2012/13,,,E12000001,North East region,855.76,844.38,867.25,21809.49,2602310.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2012/13,,,E12000002,North West region,730.54,724.12,737.01,50034.07,7084337.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2012/13,,,E12000003,Yorkshire and the Humber region,687.86,680.64,695.15,35024.88,5316691.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2012/13,,,E12000004,East Midlands region,645.73,638.23,653.30,28613.15,4567731.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2012/13,,,E12000005,West Midlands region,689.90,682.85,697.01,36939.80,5642569.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2012/13,,,E12000006,East of England region,551.69,545.59,557.84,31536.23,5907348.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2012/13,,,E12000007,London region,553.77,547.97,559.62,38567.82,8308369.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2012/13,,,E12000008,South East region,513.12,508.27,518.00,43283.17,8724737.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2012/13,,,E12000009,South West region,617.98,611.30,624.71,33006.78,5339637.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2013/14,,,E12000001,North East region,843.74,832.47,855.13,21615.57,2610481.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2013/14,,,E12000002,North West region,746.39,739.91,752.91,51323.02,7103260.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2013/14,,,E12000003,Yorkshire and the Humber region,697.17,689.91,704.48,35704.89,5337710.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2013/14,,,E12000004,East Midlands region,673.88,666.26,681.57,30136.85,4598729.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2013/14,,,E12000005,West Midlands region,697.31,690.25,704.42,37631.32,5674712.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2013/14,,,E12000006,East of England region,581.74,575.52,588.01,33646.64,5954169.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2013/14,,,E12000007,London region,541.22,535.54,546.94,38433.84,8416535.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2013/14,,,E12000008,South East region,524.81,519.94,529.71,44795.68,8792626.00,Persons,All ages,
Admission episodes for alcohol-related conditions (Narrow),2013/14,,,E12000009,South West region,624.94,618.25,631.69,33640.19,5377595.00,Persons,All ages,
Prevalence of opiate and/or crack use,2010/11,,,E12000001,North East region,10.69,10.54,10.85,18290.14,1710591.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2010/11,,,E12000002,North West region,10.69,10.59,10.78,49426.20,4624855.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2010/11,,,E12000003,Yorkshire and the Humber region,10.21,10.10,10.31,35307.66,3459215.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2010/11,,,E12000004,East Midlands region,8.17,8.06,8.27,24207.90,2964595.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2010/11,,,E12000005,West Midlands region,9.55,9.45,9.65,34497.63,3611879.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2010/11,,,E12000006,East of England region,6.33,6.25,6.41,23851.38,3766270.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2010/11,,,E12000007,London region,9.32,9.24,9.40,52622.78,5648684.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2010/11,,,E12000008,South East region,5.93,5.87,5.99,33169.50,5593145.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2010/11,,,E12000009,South West region,8.11,8.02,8.21,27378.77,3375519.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2011/12,,,E12000001,North East region,9.89,9.74,10.04,16934.90,1712601.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2011/12,,,E12000002,North West region,9.99,9.90,10.08,46337.00,4639534.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2011/12,,,E12000003,Yorkshire and the Humber region,10.44,10.33,10.55,36270.18,3474452.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2011/12,,,E12000004,East Midlands region,8.10,7.99,8.20,24085.38,2974891.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2011/12,,,E12000005,West Midlands region,9.45,9.35,9.55,34328.93,3632308.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2011/12,,,E12000006,East of England region,5.79,5.71,5.87,21951.72,3791612.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2011/12,,,E12000007,London region,9.55,9.47,9.63,54984.70,5757055.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2011/12,,,E12000008,South East region,5.86,5.80,5.92,32935.22,5619340.00,Persons,15-64 yrs,
Prevalence of opiate and/or crack use,2011/12,,,E12000009,South West region,7.69,7.59,7.78,26050.81,3389417.00,Persons,15-64 yrs,
Recorded diabetes,2010/11,,,E12000001,North East region,5.89,5.86,5.92,127903.00,2172088.00,Persons,17+ yrs,
Recorded diabetes,2010/11,,,E12000002,North West region,5.83,5.81,5.85,344016.00,5898334.00,Persons,17+ yrs,
Recorded diabetes,2010/11,,,E12000003,Yorkshire and the Humber region,5.69,5.67,5.72,249193.00,4375828.00,Persons,17+ yrs,
Recorded diabetes,2010/11,,,E12000004,East Midlands region,5.84,5.82,5.86,219650.00,3761882.00,Persons,17+ yrs,
Recorded diabetes,2010/11,,,E12000005,West Midlands region,6.16,6.14,6.18,284551.00,4619872.00,Persons,17+ yrs,
Recorded diabetes,2010/11,,,E12000006,East of England region,5.37,5.35,5.39,257065.00,4789144.00,Persons,17+ yrs,
Recorded diabetes,2010/11,,,E12000007,London region,5.36,5.34,5.37,377310.00,7045409.00,Persons,17+ yrs,
Recorded diabetes,2010/11,,,E12000008,South East region,5.04,5.02,5.06,361766.00,7177547.00,Persons,17+ yrs,
Recorded diabetes,2010/11,,,E12000009,South West region,5.27,5.25,5.29,234483.00,4451812.00,Persons,17+ yrs,
Recorded diabetes,2011/12,,,E12000001,North East region,6.14,6.11,6.17,133507.00,2175047.81,Persons,17+ yrs,
Recorded diabetes,2011/12,,,E12000002,North West region,6.04,6.02,6.06,358269.00,5932720.79,Persons,17+ yrs,
Recorded diabetes,2011/12,,,E12000003,Yorkshire and the Humber region,5.90,5.88,5.93,259658.00,4398261.06,Persons,17+ yrs,
Recorded diabetes,2011/12,,,E12000004,East Midlands region,6.09,6.06,6.11,230331.00,3783939.00,Persons,17+ yrs,
Recorded diabetes,2011/12,,,E12000005,West Midlands region,6.41,6.39,6.43,297934.00,4648084.54,Persons,17+ yrs,
Recorded diabetes,2011/12,,,E12000006,East of England region,5.56,5.54,5.58,269516.00,4850205.41,Persons,17+ yrs,
Recorded diabetes,2011/12,,,E12000007,London region,5.59,5.58,5.61,395721.00,7073918.28,Persons,17+ yrs,
Recorded diabetes,2011/12,,,E12000008,South East region,5.21,5.20,5.23,376848.00,7227610.00,Persons,17+ yrs,
Recorded diabetes,2011/12,,,E12000009,South West region,5.46,5.44,5.48,244504.00,4477049.64,Persons,17+ yrs,
Recorded diabetes,2012/13,,,E12000001,North East region,6.37,6.34,6.40,139442.00,2188199.50,Persons,17+ yrs,Value estimated
Recorded diabetes,2012/13,,,E12000002,North West region,6.30,6.28,6.32,374161.00,5940911.93,Persons,17+ yrs,Value estimated
Recorded diabetes,2012/13,,,E12000003,Yorkshire and the Humber region,6.17,6.15,6.19,272919.00,4424707.98,Persons,17+ yrs,Value estimated
Recorded diabetes,2012/13,,,E12000004,East Midlands region,6.46,6.43,6.48,246213.00,3813962.84,Persons,17+ yrs,Value estimated
Recorded diabetes,2012/13,,,E12000005,West Midlands region,6.74,6.72,6.76,316071.00,4688546.25,Persons,17+ yrs,Value estimated
Recorded diabetes,2012/13,,,E12000006,East of England region,5.78,5.76,5.80,283650.00,4908748.32,Persons,17+ yrs,Value estimated
Recorded diabetes,2012/13,,,E12000007,London region,5.82,5.80,5.84,417987.00,7182946.43,Persons,17+ yrs,Value estimated
Recorded diabetes,2012/13,,,E12000008,South East region,5.42,5.40,5.43,395269.00,7296659.88,Persons,17+ yrs,Value estimated
Recorded diabetes,2012/13,,,E12000009,South West region,5.71,5.69,5.73,257332.00,4506042.89,Persons,17+ yrs,Value estimated
Recorded diabetes,2013/14,,,E12000001,North East region,6.53,6.50,6.56,144197.00,2208251.46,Persons,17+ yrs,
Recorded diabetes,2013/14,,,E12000002,North West region,6.50,6.48,6.52,389206.00,5988992.39,Persons,17+ yrs,
Recorded diabetes,2013/14,,,E12000003,Yorkshire and the Humber region,6.38,6.36,6.40,285739.00,4480110.42,Persons,17+ yrs,
Recorded diabetes,2013/14,,,E12000004,East Midlands region,6.64,6.62,6.67,256581.00,3861508.69,Persons,17+ yrs,
Recorded diabetes,2013/14,,,E12000005,West Midlands region,7.08,7.06,7.11,333587.00,4708661.46,Persons,17+ yrs,
Recorded diabetes,2013/14,,,E12000006,East of England region,5.96,5.94,5.99,295334.00,4951238.86,Persons,17+ yrs,
Recorded diabetes,2013/14,,,E12000007,London region,6.00,5.98,6.01,433027.00,7221164.96,Persons,17+ yrs,
Recorded diabetes,2013/14,,,E12000008,South East region,5.57,5.55,5.59,409071.00,7345584.50,Persons,17+ yrs,
Recorded diabetes,2013/14,,,E12000009,South West region,5.86,5.84,5.88,267262.00,4560771.92,Persons,17+ yrs,
Incidence of TB,2004 - 06,,,E12000001,North East region,5.44,4.93,5.99,416.00,7640197.00,Persons,All ages,
Incidence of TB,2004 - 06,,,E12000002,North West region,9.73,9.31,10.17,2006.00,20611975.00,Persons,All ages,
Incidence of TB,2004 - 06,,,E12000003,Yorkshire and the Humber region,11.44,10.91,11.99,1751.00,15305623.00,Persons,All ages,
Incidence of TB,2004 - 06,,,E12000004,East Midlands region,11.69,11.11,12.29,1518.00,12987264.00,Persons,All ages,
Incidence of TB,2004 - 06,,,E12000005,West Midlands region,17.14,16.51,17.79,2767.00,16142584.00,Persons,All ages,
Incidence of TB,2004 - 06,,,E12000006,East of England region,7.61,7.20,8.04,1269.00,16677511.00,Persons,All ages,
Incidence of TB,2004 - 06,,,E12000007,London region,43.85,42.99,44.72,9888.00,22549564.00,Persons,All ages,
Incidence of TB,2004 - 06,,,E12000008,South East region,7.44,7.10,7.79,1831.00,24606857.00,Persons,All ages,
Incidence of TB,2004 - 06,,,E12000009,South West region,5.30,4.94,5.68,808.00,15244245.00,Persons,All ages,
Incidence of TB,2005 - 07,,,E12000001,North East region,6.12,5.58,6.70,469.00,7661740.00,Persons,All ages,
Incidence of TB,2005 - 07,,,E12000002,North West region,10.49,10.05,10.94,2171.00,20700883.00,Persons,All ages,
Incidence of TB,2005 - 07,,,E12000003,Yorkshire and the Humber region,11.99,11.45,12.55,1848.00,15406562.00,Persons,All ages,
Incidence of TB,2005 - 07,,,E12000004,East Midlands region,12.47,11.87,13.08,1633.00,13100562.00,Persons,All ages,
Incidence of TB,2005 - 07,,,E12000005,West Midlands region,17.08,16.45,17.73,2775.00,16248132.00,Persons,All ages,
Incidence of TB,2005 - 07,,,E12000006,East of England region,7.48,7.08,7.91,1259.00,16822481.00,Persons,All ages,
Incidence of TB,2005 - 07,,,E12000007,London region,43.89,43.03,44.76,10011.00,22810307.00,Persons,All ages,
Incidence of TB,2005 - 07,,,E12000008,South East region,7.77,7.43,8.13,1929.00,24825148.00,Persons,All ages,
Incidence of TB,2005 - 07,,,E12000009,South West region,5.29,4.93,5.66,813.00,15376498.00,Persons,All ages,
Incidence of TB,2006 - 08,,,E12000001,North East region,6.69,6.12,7.29,514.00,7683925.00,Persons,All ages,
Incidence of TB,2006 - 08,,,E12000002,North West region,10.38,9.95,10.83,2158.00,20789409.00,Persons,All ages,
Incidence of TB,2006 - 08,,,E12000003,Yorkshire and the Humber region,12.43,11.89,13.00,1927.00,15496829.00,Persons,All ages,
Incidence of TB,2006 - 08,,,E12000004,East Midlands region,11.98,11.40,12.59,1583.00,13212575.00,Persons,All ages,
Incidence of TB,2006 - 08,,,E12000005,West Midlands region,17.50,16.86,18.15,2863.00,16363685.00,Persons,All ages,
Incidence of TB,2006 - 08,,,E12000006,East of England region,7.55,7.14,7.97,1281.00,16968178.00,Persons,All ages,
Incidence of TB,2006 - 08,,,E12000007,London region,42.95,42.11,43.81,9924.00,23103459.00,Persons,All ages,
Incidence of TB,2006 - 08,,,E12000008,South East region,7.94,7.60,8.30,1989.00,25048651.00,Persons,All ages,
Incidence of TB,2006 - 08,,,E12000009,South West region,5.33,4.97,5.71,826.00,15495421.00,Persons,All ages,
Incidence of TB,2007 - 09,,,E12000001,North East region,6.98,6.40,7.60,538.00,7706798.00,Persons,All ages,
Incidence of TB,2007 - 09,,,E12000002,North West region,10.84,10.40,11.30,2263.00,20873980.00,Persons,All ages,
Incidence of TB,2007 - 09,,,E12000003,Yorkshire and the Humber region,12.54,11.99,13.11,1955.00,15586157.00,Persons,All ages,
Incidence of TB,2007 - 09,,,E12000004,East Midlands region,11.57,11.00,12.16,1541.00,13317552.00,Persons,All ages,
Incidence of TB,2007 - 09,,,E12000005,West Midlands region,17.86,17.22,18.51,2942.00,16476171.00,Persons,All ages,
Incidence of TB,2007 - 09,,,E12000006,East of England region,7.74,7.33,8.16,1324.00,17113327.00,Persons,All ages,
